church_name,denomination,family,address,city_state,zip,phone,website,page_url,irs_ein,irs_address,irs_city,irs_state,irs_zip
Church at the Creek,Interdenominational,Other Churches,"914 Anderson Creek School Rd, Bunnlevel, NC 28323","914 Anderson Creek School Rd, Bunnlevel, NC",28323,(910) 229-4477,,https://www.usachurches.org/church/church-at-the-creek.htm,465260168,4010 CEDAR CREEK RD,FAYETTEVILLE,NC,28312-7967
New Creation Fellowship Bible Church,Interdenominational,Other Churches,"4347 S. Warner St., Tacoma, WA 98409","4347 S. Warner St., Tacoma, WA",98409,(253) 224-1246,,https://www.usachurches.org/church/new-creation-fellowship.htm,710975284,PO BOX 6218,BELLEVUE,WA,98008-0218
Family House of Worship,Interdenominational,Other Churches,"207 Walnut St, Morgantown, PA 19543","207 Walnut St, Morgantown, PA",19543,(484) 798-8134,,https://www.usachurches.org/church/family-house-of-worship.htm,232745477,43 E COLLEGE AVE,YORK,PA,17401-5524
The Redemption Church,Non-Denominational / Independent,Other Churches,"8 (3505 Factoria Blvd SE, Bellevue, WA 98006","8 (3505 Factoria Blvd SE, Bellevue, WA",98006,(850) 207-0988,https://redemptionwashington.com,https://www.usachurches.org/church/theredemptionchurch.htm,800757495,PO BOX 607,DUVALL,WA,98019-0607
The Father's House Church,Non-Denominational / Independent,Other Churches,"2656 Fort Wayne St, Oroville, CA 95966","2656 Fort Wayne St, Oroville, CA",95966,(530) 534-4140,https://changeoroville.org,https://www.usachurches.org/church/the-fathers-house-church.htm,330433957,4406 SPRINGTIME DR,OCEANSIDE,CA,92056-3547
Risen Hope Church,Non-Denominational / Independent,Other Churches,"14012 132nd Ave NE, Kirkland, WA 98034","14012 132nd Ave NE, Kirkland, WA",98034,(678) 948-6828,https://risenhope.cc,https://www.usachurches.org/church/risenhopechurch.htm,205688220,10936 NE 24TH ST,BELLEVUE,WA,98004-2922
Jubilee Christian Center,Non-Denominational / Independent,Other Churches,"24555 Michigan Ave, Dearborn, MI 48124","24555 Michigan Ave, Dearborn, MI",48124,(248) 973-8285,https://jubileeccc.org,https://www.usachurches.org/church/jubilee-christian-center-livonia.htm,383287978,6365 NOBLE RD,W BLOOMFIELD,MI,48322-1347
Harvest Bible Chapel Naples,Non-Denominational / Independent,Other Churches,"5450 YMCA Rd, Naples, FL 34109","5450 YMCA Rd, Naples, FL",34109,(239) 850-8250,,https://www.usachurches.org/church/harvestbiblechapelnaples.htm,061761936,1095 JUPITER PARK DR STE 13,JUPITER,FL,33458-8972
The Creek Church Somerset,Non-Denominational / Independent,Other Churches,"2292 US-27, Somerset, KY 42501","2292 US-27, Somerset, KY",42501,(606) 877-9682,https://thecreekchurch.com,https://www.usachurches.org/church/thecreekchurchsomerset.htm,202428344,PO BOX 167,STANFORD,KY,40484-0167
Grace Christian Fellowship of South Jersey,Non-Denominational / Independent,Other Churches,"632 S Pennsville Auburn Rd, Carneys Point, NJ 08069","632 S Pennsville Auburn Rd, Carneys Point, NJ",08069,(856) 376-3627,https://gracecfsj.com,https://www.usachurches.org/church/grace-christian-fellowship-of-south-jersey.htm,222804776,3006 S WARWICK RD,MAGNOLIA,NJ,08049-0000
Legacy Church,Non-Denominational / Independent,Other Churches,"10 AM every Sunday morning in the Harlem High School auditorium, conveniently located off exit 183 on I-20 (1070 Appling Harlem Rd, Harlem, GA 30814","10 AM every Sunday morning in the Harlem High School auditorium, conveniently located off exit 183 on I-20 (1070 Appling Harlem Rd, Harlem, GA",30814,(706) 871-8250,https://www.mylegacychurch.org,https://www.usachurches.org/church/legacychurch.htm,581832547,1040 BLACKWELL RD,MARIETTA,GA,30066-2647
"Central Christian Church, Machesney Park",Non-Denominational / Independent,Other Churches,"1 Huskie Cir, Machesney Park, IL 61115","1 Huskie Cir, Machesney Park, IL",61115,(815) 206-8612,https://centralmachesneypark.com,https://www.usachurches.org/church/centralmachesneypark.htm,237130289,1420 ILLINI DR,O FALLON,IL,62269-3582
LifeHouse Church,Non-Denominational / Independent,Other Churches,"504 S Broad St, Middletown, DE 19709","504 S Broad St, Middletown, DE",19709,(302) 449-0017,https://lifehousede.com,https://www.usachurches.org/church/lifehouse-church.htm,300702294,101 KARINS BLVD,TOWNSEND,DE,19734-3021
Evangelical Fellowship Church,Non-Denominational / Independent,Other Churches,"686  Stone Ridge, NY 12484","686  Stone Ridge, NY",12484,(845) 687-7952,https://efchurch.online,https://www.usachurches.org/church/evangelical-fellowship-church.htm,112540664,398 33RD ST,LINDENHURST,NY,11757-3239
Completed and Perfected Faith Church,Non-Denominational / Independent,Other Churches,"4951 Marsh Lane, Buda, TX 78610","4951 Marsh Lane, Buda, TX",78610,(512) 644-3712,,https://www.usachurches.org/church/completed-and-perfected-faith-church.htm,743248386,370 BLOOMSBURY DR,KYLE,TX,78640-5825
Relevant Church,Non-Denominational / Independent,Other Churches,"115 N Laurel Ave, Sanford, FL 32771","115 N Laurel Ave, Sanford, FL",32771,(321) 262-1740,https://relevantchurch.us,https://www.usachurches.org/church/relevant-church-sanford.htm,201365536,1704 N 16TH ST,TAMPA,FL,33605-3724
Voice Ministries,Non-Denominational / Independent,Other Churches,"3701 S Main St, Elkhart, IN 46517","3701 S Main St, Elkhart, IN",46517,(574) 830-5009,https://voiceministries.com,https://www.usachurches.org/church/voice-ministries.htm,352045646,58247 CROSSVIEW LN,OSCEOLA,IN,46561-8955
Yes Lord' Ministries,Non-Denominational / Independent,Other Churches,"10 S. Oraton Parkway, East Orange, NJ 07018","10 S. Oraton Parkway, East Orange, NJ",07018,(973) 399-0416,https://ylmconnect.org,https://www.usachurches.org/church/yes-lord-ministries.htm,223672187,PO BOX 2123,PATERSON,NJ,07509-2123
Eagle & Dove Ministries / Judah's Roar Church,Non-Denominational / Independent,Other Churches,"436 Washington St, Gloucester, MA 01930","436 Washington St, Gloucester, MA",01930,(978) 283-9111,https://eagledove.com,https://www.usachurches.org/church/eagledoveministriesjudahsroarchurch.htm,043553058,6 MADISON COURT UNIT ONE,GLOUCESTER,MA,01930-0000
"City On A Hill Church, Central Campus",Non-Denominational / Independent,Other Churches,"33415 Military Rd S, Auburn, WA 98001","33415 Military Rd S, Auburn, WA",98001,(253) 927-2225,https://cityhill.tv,https://www.usachurches.org/church/city-on-a-hill-church-central-campus.htm,834486425,4921 N BANNEN RD,SPOKANE VLY,WA,99216-3035
Lifeline Christian Church,Non-Denominational / Independent,Other Churches,"1611 S Randall Rd, Algonquin, IL 60102","1611 S Randall Rd, Algonquin, IL",60102,(847) 910-9414,https://lifelinecc.org,https://www.usachurches.org/church/lifeline-christian-church.htm,363361780,1527 MARGARET LN,DEKALB,IL,60115-1717
Calvary Fellowship Waynesville,Non-Denominational / Independent,Other Churches,"400 Russ Avenue, Waynesville, NC 28786","400 Russ Avenue, Waynesville, NC",28786,(828) 550-4650,,https://www.usachurches.org/church/calvary-fellowship-waynesville.htm,237039502,75 CREEKSIDE DR,MAGGIE VALLEY,NC,28751-9784
Destiny Church of Jacksonville,Non-Denominational / Independent,Other Churches,"20 (9525 Philips Highway, Jacksonville, FL 32256","20 (9525 Philips Highway, Jacksonville, FL",32256,(904) 401-1334,https://destinychurchjacksonville.com,https://www.usachurches.org/church/destiny-church-of-jacksonville.htm,451620072,11945 BLUE SPRUCE CT,JACKSONVILLE,FL,32223-2924
Abundant Grace Fellowship,Non-Denominational / Independent,Other Churches,"50 people coming together on May 7, 2005 at the Homewood Suites Hotel in Solon, OH for worship and prayer. The following week, the Lord opened the door for worship at a larger facility, the Red Roof Inn, in Bedford Heights. Two months later AGF moved to the Mediterranean Center also in Bedford Heights, which could accommodate more adults and our Children's ministries. For three years, God blessed us to worship at the beautiful Park Synagogue, in Cleveland Heights, where the church met weekly on a large campus, with ample parking, a spacious auditorium. Today, we worship at a wonderful multi-purpose facility, Lutheran High School East, 3565 Mayfield Rd., in Cleveland Heights, OH 44118","50 people coming together on May 7, 2005 at the Homewood Suites Hotel in Solon, OH for worship and prayer. The following week, the Lord opened the door for worship at a larger facility, the Red Roof Inn, in Bedford Heights. Two months later AGF moved to the Mediterranean Center also in Bedford Heights, which could accommodate more adults and our Children's ministries. For three years, God blessed us to worship at the beautiful Park Synagogue, in Cleveland Heights, where the church met weekly on a large campus, with ample parking, a spacious auditorium. Today, we worship at a wonderful multi-purpose facility, Lutheran High School East, 3565 Mayfield Rd., in Cleveland Heights, OH",44118,(216) 462-0299,https://agfchurch.org,https://www.usachurches.org/church/abundant-grace-fellowship.htm,421668577,5780 DUNHAM RD,MAPLE HEIGHTS,OH,44137-3663
Faith Community Church,Non-Denominational / Independent,Other Churches,"70 Winthrop Pl, Staten Island, NY 10314","70 Winthrop Pl, Staten Island, NY",10314,(718) 447-1224,https://faithcc.com,https://www.usachurches.org/church/faith-community-church-staten-island.htm,113627978,84 LILLIAN AVE,FREEPORT,NY,11520-1640
The Movement Church of San Antonio,Non-Denominational / Independent,Other Churches,"12828 San Pedro Ave, San Antonio, TX 78216","12828 San Pedro Ave, San Antonio, TX",78216,(210) 897-9787,https://mychurchmovement.com,https://www.usachurches.org/church/the-movement-church-of-san-antonio.htm,463921434,19314 US HWY 281 N 107,SAN ANTONIO,TX,78259-0000
Syracuse International Christian Church,Non-Denominational / Independent,Other Churches,"412 S Avery Ave, Syracuse, NY 13219","412 S Avery Ave, Syracuse, NY",13219,(312) 339-8347,https://syracuseicc.org,https://www.usachurches.org/church/syracuse-international-christian-church.htm,161439610,175 E CHELTENHAM RD,SYRACUSE,NY,13205-2832
Influencers Church Gwinnett,Non-Denominational / Independent,Other Churches,"1555 Old Peachtree Rd NW, Suwanee, GA 30024","1555 Old Peachtree Rd NW, Suwanee, GA",30024,(678) 879-1600,https://influencers.church,https://www.usachurches.org/church/influencerschurchgwinnett.htm,203502367,4845 S OLD PEACHTREE RD STE 400,PEACHTREE COR,GA,30071-5709
Real Church,Non-Denominational / Independent,Other Churches,"1370 S Belcher Rd, Clearwater, FL 33764","1370 S Belcher Rd, Clearwater, FL",33764,(318) 751-2059,https://realchurch.us,https://www.usachurches.org/church/realchurch.htm,461597416,601 6TH AVE NE,LARGO,FL,33770-1568
Discover Church KC,Non-Denominational / Independent,Other Churches,"10500 N Trailblazer Dr, MO 64155","10500 N Trailblazer Dr, MO",64155,(816) 203-1835,https://discoverchurchkc.com,https://www.usachurches.org/church/discoverchurchkc.htm,272754538,1421 SW 44TH ST,LEES SUMMIT,MO,64082-3908
theBRIDGE Church,Non-Denominational / Independent,Other Churches,"4544 Harvest Creek Way, South Jordan, UT 84095","4544 Harvest Creek Way, South Jordan, UT",84095,(801) 930-9492,https://thebridgelive.org,https://www.usachurches.org/church/thebridge-church.htm,030575011,3389 N 2575 W,FARR WEST,UT,84404-8610
United Faith Church,Non-Denominational / Independent,Other Churches,"1160 West Bay Ave, Barnegat, NJ 08005","1160 West Bay Ave, Barnegat, NJ",08005,(609) 698-7200,https://unitedfaithchurch.org,https://www.usachurches.org/church/united-faith-church.htm,222429385,119 WASHINGTON AVE,BERLIN,NJ,08009-1640
Calvary Fellowship,Non-Denominational / Independent,Other Churches,"110 Beechwood Road, West Hartford, CT 06107","110 Beechwood Road, West Hartford, CT",06107,(860) 231-9957,https://westhartfordchurch.com,https://www.usachurches.org/church/calvary-fellowship.htm,061005703,12 WILDWOOD DR,BRANFORD,CT,06405-3935
Phoenix Bible Church,Non-Denominational / Independent,Other Churches,"735 E Fillmore St. Phoenix, AZ 85006","735 E Fillmore St. Phoenix, AZ",85006,(602) 730-6281,https://phoenixbiblechurch.com,https://www.usachurches.org/church/phoenix-bible-church.htm,471831309,6060 N 7TH AVE,PHOENIX,AZ,85013-1402
Restoration Church,Non-Denominational / Independent,Other Churches,"495 E Grand St, Gardner, KS 66030","495 E Grand St, Gardner, KS",66030,(913) 717-5556,https://restorationgardner.org,https://www.usachurches.org/church/restorationchurchgardner.htm,452938100,1408 W 34TH ST S,WICHITA,KS,67217-2799
The Tree of Life Gathering,Non-Denominational / Independent,Other Churches,"7069 U.S. 70, Nashville, TN 37221","7069 U.S. 70, Nashville, TN",37221,(336) 582-3406,,https://www.usachurches.org/church/thetreeoflifegathering.htm,510180126,407 E MCLEMORE AVE,MEMPHIS,TN,38106-2905
Calvary Chapel Restore,Non-Denominational / Independent,Other Churches,"3575 Ridge Rd, Buford, GA 30519","3575 Ridge Rd, Buford, GA",30519,(470) 557-2331,https://ccrestore.org,https://www.usachurches.org/church/calvarychapelrestore.htm,571203762,6939B COLUMBUS RD,LIZELLA,GA,31052-3613
The Church at North Orlando,Non-Denominational / Independent,Other Churches,"5525 Tangerine Ave, Winter Park, FL 32792","5525 Tangerine Ave, Winter Park, FL",32792,(407) 670-0555,https://thechurchorlando.com,https://www.usachurches.org/church/thechurchatnorthorlando.htm,208282235,7 WOODEN SHOE LN,LONGWOOD,FL,32750-7201
Ransomed Life Church,Non-Denominational / Independent,Other Churches,"273 W Duck Creek Rd, Clayton, DE 19938","273 W Duck Creek Rd, Clayton, DE",19938,(302) 650-5198,https://iamransomed.com,https://www.usachurches.org/church/ransomedlifechurch.htm,455617724,280 NEEDHAM DR,SMYRNA,DE,19977-4470
Mission 316 Church,Non-Denominational / Independent,Other Churches,"3 Civic Center Dr, San Marcos, CA 92069","3 Civic Center Dr, San Marcos, CA",92069,(760) 975-5282,https://mission316church.com,https://www.usachurches.org/church/mission316church.htm,010691837,7921 DE GARMO AVE,SUN VALLEY,CA,91352-4123
Revive Christian Church,Non-Denominational / Independent,Other Churches,"1669 Eagle Dr, Loveland, CO 80537","1669 Eagle Dr, Loveland, CO",80537,(719) 649-3252,https://reviveloveland.org,https://www.usachurches.org/church/revive-christian-church-loveland.htm,475123201,PO BOX 1184,LOVELAND,CO,80539-1184
The Church of Jesus Christ,Non-Denominational / Independent,Other Churches,"1862 and is headquartered in Monongahela, Pennsylvania. Administrative offices are located at the World Operations Center, 110 Walton Tea Room Road, Greensburg, PA 15601","1862 and is headquartered in Monongahela, Pennsylvania. Administrative offices are located at the World Operations Center, 110 Walton Tea Room Road, Greensburg, PA",15601,(856) 206-9116,https://thechurchofjesuschrist.org,https://www.usachurches.org/church/the-church-of-jesus-christ.htm,251757633,PO BOX 144,MELCROFT,PA,15462-0144
East Coast Believers Church,Non-Denominational / Independent,Other Churches,"3675 Boggy Creek Rd, Kissimmee, FL 34744","3675 Boggy Creek Rd, Kissimmee, FL",34744,(407) 562-3902,https://eastcoastbelievers.org,https://www.usachurches.org/church/eastcoastbelieverschurch.htm,611417795,PO BOX 621179,OVIEDO,FL,32762-1179
House of Faith Christian Center,Non-Denominational / Independent,Other Churches,"2000 Eagle Aerie Ln, St Paul, TX 75098","2000 Eagle Aerie Ln, St Paul, TX",75098,(972) 517-7999,https://houseoffaithcc.org,https://www.usachurches.org/church/house-of-faith-community-church.htm,383771559,PO BOX 811,DESOTO,TX,75123-0811
Embark Church,Non-Denominational / Independent,Other Churches,"2550 St Matthews Rd, Orangeburg, SC 29118","2550 St Matthews Rd, Orangeburg, SC",29118,(803) 813-0010,https://embark-church.org,https://www.usachurches.org/church/embark-church.htm,200295926,PO BOX 27317,GREENVILLE,SC,29616-2204
Grace Chapel,Non-Denominational / Independent,Other Churches,"300 W Lincolnway, Minerva, OH 44657","300 W Lincolnway, Minerva, OH",44657,(330) 868-6700,https://gracechapel.cc,https://www.usachurches.org/church/grace-chapel-minerva.htm,050552679,09491 SANTA FE LINE RD,WAPAKONETA,OH,45895-8863
Fulfilled for Life Family Ministries,Non-Denominational / Independent,Other Churches,"501 N Harbor Blvd, Fullerton, CA 92832","501 N Harbor Blvd, Fullerton, CA",92832,(714) 785-0386,https://f4lfm.com,https://www.usachurches.org/church/fulfilled-for-life-family-ministries.htm,680444641,960 TRIANGLE CT,RICHMOND,CA,94801-2268
LifeWay Church,Non-Denominational / Independent,Other Churches,"132 Titus Ave, Manchester, NH 03103","132 Titus Ave, Manchester, NH",03103,(603) 845-6601,https://lifewaychurch.net,https://www.usachurches.org/church/lifewaychurch.htm,550790743,PO BOX 233,E DERRY,NH,03041-0233
Discipleship International,Non-Denominational / Independent,Other Churches,"130 Killian Hill Rd SW, Lilburn, GA 30047","130 Killian Hill Rd SW, Lilburn, GA",30047,(770) 359-9022,https://di.church,https://www.usachurches.org/church/discipleship-international-church.htm,260156200,818 VALBROOK CT SW,LILBURN,GA,30047-4280
The Way Church of Miami,Non-Denominational / Independent,Other Churches,"15735 SW 144th St, Miami, FL 33196","15735 SW 144th St, Miami, FL",33196,(305) 771-1280,,https://www.usachurches.org/church/the-way-church-of-miami.htm,273510454,2401 SW 105TH AVE,MIAMI,FL,33165-2550
The Sanctuary Church DFW,Non-Denominational / Independent,Other Churches,"7600 John Q. Hammons Dr., Frisco, TX 75034","7600 John Q. Hammons Dr., Frisco, TX",75034,(972) 559-0642,https://thesanctuarydfw.org,https://www.usachurches.org/church/the-sanctuary-church-dfw.htm,752927557,1466 WALDROP DR,LANCASTER,TX,75146-2175
Radiance Christian Church,Non-Denominational / Independent,Other Churches,"1290 Fillmore St, San Francisco, CA 94115","1290 Fillmore St, San Francisco, CA",94115,(858) 699-0437,https://radiancesf.org,https://www.usachurches.org/church/radiancechristianchurch.htm,455579524,1290 FILLMORE ST STE 112,SAN FRANCISCO,CA,94115-5555
Thrive Community Church,Non-Denominational / Independent,Other Churches,"801 Taylor Rd, Port Orange, FL 32127","801 Taylor Rd, Port Orange, FL",32127,(386) 256-0711,https://wearethrive.org,https://www.usachurches.org/church/thrive-community-church-port-orange.htm,550828183,6156 S WILLIAMSON BLVD,PORT ORANGE,FL,32128-6794
